timestamp,value
2017-03-14,22.64377682
2017-03-15,24.55531453
2017-03-16,27.07615019
2017-03-17,21.98307544
2017-03-18,22.23158379
2017-03-19,21.26725275
2017-03-20,21.3931903
2017-03-21,19.55397022
2017-03-22,23.52061249
2017-03-23,27.31654676
2017-03-24,21.88333333
2017-03-25,19.54726368
2017-03-26,31.50574713
2017-03-27,22.96774194
2017-03-28,17.24193548
2017-03-29,21.81560284
2017-03-30,19.68245125
2017-03-31,23.32679181
2017-04-01,23.4364382
